角色代号,中文角色名,语音文件名/句ID,台词文本
mur,mur,mur015_001,ご主人ー……おお、おったのか
mur,mur,mur015_002,おはよう
mur,mur,mur015_003,なんだご主人、また憑代を見てため息を吐いておったのか？
mur,mur,mur015_004,うむ。それがよい。では行くとするか
mur,mur,mur015_005,最後の欠片を回収しに、だ
mur,mur,mur015_006,おそらくだがな。ほれ、行くぞ
mur,mur,mur015_007,言ったであろう？欠片の回収だと
mur,mur,mur015_008,そもそも吾輩はずっと不思議だったのだ
mur,mur,mur015_009,何故吾輩に触れることができるのか。何故ご主人まで欠片に意識が引き寄せられるのか
mur,mur,mur015_010,それに、憑代が信号を発した理由もな
mur,mur,mur015_011,ご主人の呼びかけに憑代が応えた。普通ではありえぬ話だ
mur,mur,mur015_012,鈍いのう、ご主人。ここまで言えば普通は察するじゃろ
mur,mur,mur015_013,つまり、最後の欠片はご主人の中にあるのだ
mur,mur,mur015_014,ご主人、欠片を食べたりしなかったか？
mur,mur,mur015_015,意識せず、身体に取り込んだ可能性もないか？アレだけ小さな欠片だぞ？
mur,mur,mur015_016,欠片は肉体ではなく、魂に取り込まれておる
mur,mur,mur015_017,とはいえ異質な存在だ。完全に融合しておるわけではない
mur,mur,mur015_018,ここまで揃った憑代があれば、ご主人が語りかければ勝手に剥がれるであろうよ
mur,mur,mur015_019,うむ。強く気持ちをぶつければよい。そのための準備も整えておるしな
mur,mur,mur015_020,この部屋は今、穢れが祓われ、吾輩の力で神力を濃くし、より剥がれやすくしておる
mur,mur,mur015_021,絶対とは言えん。憑代を集めれば、というのは吾輩の推論だからな
mur,mur,mur015_022,まだしばらくは様子を見る必要があるであろうが……おそらくは大丈夫だ
mur,mur,mur015_023,あとは、この憑代を安晴に言って祀ってもらえればよい
mur,mur,mur015_024,さすれば、呪詛として使われていた力も、加護として使われるであろう
mur,mur,mur015_025,そうだな。ご主人だけではなく、ここにいる全員がこうして出会えたのは、運命だったのだ
mur,mur,mur015_026,無論だ。レナが欠片を持って来てくれねば、憑代が揃うこともなかったのだから
mur,mur,mur015_027,まあ、それは今話しても仕方なかろう
mur,mur,mur015_028,どうしたのだ、ご主人。さっきからボーっとして
mur,mur,mur015_029,なんだ？
mur,mur,mur015_030,今こうして会話できているということは、今すぐ変化は現れまい
mur,mur,mur015_031,欠片の影響が消えるとしても、先の話であろうよ
mur,mur,mur015_032,ふむ。しかしご主人、見えなくなるだけではなく、吾輩が務めから解放される可能性もあるのだぞ？
mur,mur,mur015_033,さてな。吾輩は神の使いとしてこの世に留まっておる
mur,mur,mur015_034,もしかしたら、普通の人間としての死を迎えるかもしれんし、他の役目を与えられるかもしれん
mur,mur,mur015_035,そう寂しそうな顔をするでない。ご主人たちとはすでに浅からぬ縁がある
mur,mur,mur015_036,ちゃんと幸せになれるかどうかぐらいは見守ってやるとも
mur,mur,mur015_037,神とて、それぐらいの望みは許してくれるであろうよ。じゃからなご主人、早く吾輩を安心させてくれ
mur,mur,mur015_038,わはは。嬉しいこと言ってくれるが、吾輩を言い訳にするな
mur,mur,mur015_039,あったかもしれんな。ご主人が負の感情に取り憑かれれば、ご主人の魂も穢れた可能性はある
mur,mur,mur015_040,つまり、心の底から憎しみを抱くようなことはなく、幸せに周りに育てられたということだな
mur,mur,mur015_041,小難しい顔をしておるのう、ご主人。気分を変えるためにも夜風に当たって頭を冷やしてみてはどうだ？
mur,mur,mur101_001,どうした？体調でも悪いのか？今日の動きはいつもより鈍く見えるが……
mur,mur,mur101_002,今日は鍛練も一段と気合いが入っておったのう
mur,mur,mur101_003,珍しいのう。こんな時間でも芳乃が寝ぼけておらんのは
mur,mur,mur101_005,隠されると余計に気になるのう
mur,mur,mur101_006,ほほう、なるほどのう。そういうわけかー
mur,mur,mur101_007,むふ。吾輩のことは気にするでない。それよりも、手元を見なくてよいのか？
mur,mur,mur101_008,ご主人、授業は終わったのか？
mur,mur,mur101_009,うむ。だからこうして授業中は別行動しておるのだ
mur,mur,mur101_010,それは……あまり付きまとわぬ方がよいか？
mur,mur,mur101_011,ぷっ……わはは！さすがに冗談じゃよ。慌てずとも、別に傷ついておらん
mur,mur,mur101_012,すまぬ。ご主人の言う通りだな。謝罪しよう
mur,mur,mur101_013,だが、ご主人の側にいたいのは本当のことだぞ。１人でウロウロするのにも飽いておるからな
mur,mur,mur101_014,その気持ち自体は冗談ではない。ご主人が迷惑でなければ、今のままで過ごしたいと思うのだ
mur,mur,mur101_015,うむ。では行くか
mur,mur,mur101_016,もしかして……吾輩も席を外した方がいい展開かのう？
mur,mur,mur101_017,そうか？わかった、では一緒に行くか
mur,mur,mur101_018,いやこれは……むしろいつもより厳しいような気がするぞ
mur,mur,mur101_019,芳乃が見る度にこんなに激しくなっては死んでしまいそうだな、主に玄十郎が
mur,mur,mur101_020,ん？ん……おお！そうか
mur,mur,mur101_021,すまぬ。ご主人、吾輩は先に戻らせてもらう
mur,mur,mur101_022,ご主人は本当に鈍いのう……芳乃がわざわざ現れたのだ。何か話があるという事ではないか
mur,mur,mur101_023,まあ、話というのもどうせ今朝のアレのことであろうが
mur,mur,mur101_024,気にするな。なんにせよ２人きりの方が色々と話しやすかろう。ゆえに先に戻る
mur,mur,mur101_025,吾輩、空気の読める女じゃからな、ふっふっふ
mur,mur,mur101_026,細かいことを言うでない。禿るぞ？
mur,mur,mur101_027,ご主人の親はどうしてそうも悲観的なのだ……？とにかくそういう事だ。ではな
mur,mur,mur102_001,ご主人。
mur,mur,mur102_002,もう朝だぞ、ほれ。太陽もすっかり昇っておる
mur,mur,mur102_003,久々にご主人を起こしたな
mur,mur,mur102_004,どうした？祟り神のことに一区切りついて、気が緩んだか？
mur,mur,mur102_005,ふむ……昨日の夜は特に何もなかったと思うが、どうかしたのか？もしや……
mur,mur,mur102_006,そうか。ならばよいのだが
mur,mur,mur102_007,よっ
mur,mur,mur102_008,しかしどうした？鍛練しておるせいか、いつものご主人なら布団に入ればすぐ寝てしまうであろう？
mur,mur,mur102_009,ほほう……特別とな？
mur,mur,mur102_010,顔が緩んでおるぞ、ご主人
mur,mur,mur102_011,そのいやらしい顔つき……さては女子の事じゃな？
mur,mur,mur102_012,それは肯定しているのと同義だぞ
mur,mur,mur102_013,まあよい。それよりもご主人、早く準備をせねば玄十郎にどやされるぞ
mur,mur,mur102_014,ご主人、吾輩は先に出ておる。すぐに合流するから気にするな
mur,mur,mur102_015,ちょっとな。憑代の様子を確認しに行くのだ。ではな
mur,mur,mur102_016,だから言ったであろう。念のために確認しておるだけで、変化があったわけではないと
mur,mur,mur102_017,安晴がちゃんと祝詞をあげておる
mur,mur,mur102_018,芳乃も舞の奉納を続けておるのだから、滅多なことにはならんはずだ
mur,mur,mur102_019,そうじゃな……一日休んだ程度で同じ状況になるとは思わん
mur,mur,mur102_020,が、放置しておればそういう危険もあるであろうな
mur,mur,mur102_021,とはいえ、これは未来永劫ではない。今は穢れを少しずつ祓っておるのだ
mur,mur,mur102_022,それが終えれば、犬神はこの土地の神の使いになることができる
mur,mur,mur102_023,怒りを買うような真似をすれば、今度はバチが当たることはあるだろうがな。呪いとは別物じゃよ
mur,mur,mur102_024,以前のように祟り神を発生させるようなことにはなるまい
mur,mur,mur102_025,しかも、思ったよりも早い。何十年もかかる話ではないぞ
mur,mur,mur102_026,ほう、今日も芳乃の手作りか
mur,mur,mur102_027,出来が悪かったのか？
mur,mur,mur102_028,芳乃がご主人のために料理か……ふむ……
mur,mur,mur102_029,まるで花嫁修業じゃな。ヒューヒュー
mur,mur,mur102_030,鍛練が終わっても疲労困憊といったことが少なくなってきたな
mur,mur,mur102_031,それだけ体力が付いたということかのう。ま、昨日みたいなのは例外として
mur,mur,mur102_032,そうだな。前は完全に日が暮れることも多かったな
mur,mur,mur102_033,まーた顔が緩んでおるぞ、ご主人
mur,mur,mur102_034,気をつけた方がよいぞ。他の者から見れば１人でニヤニヤしておるのじゃから
mur,mur,mur102_035,何の話だ？
mur,mur,mur102_036,ならば今日も先に戻るか
mur,mur,mur102_037,若い２人の邪魔をしてもアレじゃからのう……ふふふ
mur,mur,mur102_038,ではな、ご主人、芳乃
mur,mur,mur103_001,………。おはよう
mur,mur,mur103_003,昨日？
mur,mur,mur103_004,朝の挨拶もしたばかりであろうが
mur,mur,mur103_005,いや……なんというか、吾輩の方こそすまぬ。邪魔をしてしまったようで
mur,mur,mur103_007,芳乃が嘘を吐いておるのか？
mur,mur,mur103_008,無理せずご主人を頼った方がいいのではないか？
mur,mur,mur103_009,なにか嫌われるようなことでもしたのか、ご主人？
mur,mur,mur103_010,まっ、ギスギスとした嫌悪ではなさそうだし、深くは聞かぬ
mur,mur,mur103_011,それはそれとして、駒川の者に連絡を入れておいた方が良いのではないか？
mur,mur,mur103_012,では茉子がおらぬ間、吾輩が芳乃の様子を見ておくか
mur,mur,mur104_001,うむ、めでたいのう。しかし……
mur,mur,mur104_002,吾輩はこれから、しっかり気を遣わねば、どえらい場面に遭遇するかもしれんのう
mur,mur,mur104_003,だが事実ではないか
mur,mur,mur104_004,まるで見せつけられておるようじゃのう
mur,mur,mur104_005,よし、いけ、そこだ、お礼のちゅーをするのだ
mur,mur,mur104_006,ご主人、男ならば大胆にならねばならん時もあるのだ
mur,mur,mur104_007,ちぇー。つまらんのう
mur,mur,mur104_008,じゃがご主人、女子もそういう行為を望むもんじゃぞ？
mur,mur,mur104_009,むしろ女子の方が――
mur,mur,mur104_010,わはは。ではな
mur,mur,mur105_001,どうした、ご主人？起きるなりため息とは景気が悪いのう
mur,mur,mur105_002,なんじゃ？興奮しすぎて暴走でもしてしまったのか？
mur,mur,mur105_003,脱線？よくわからぬが……謝るなら早目に謝った方がよいと思うぞ？
mur,mur,mur106_001,ん？なにやら騒がしいのう、何かあったのか？
mur,mur,mur106_002,しかし、髪の毛に食べ物をくっつけるなど、聞いたことがないのう
mur,mur,mur106_003,あまりに違和感が大きすぎて、対処に困るな、それは
mur,mur,mur106_004,さすがに今日は、吾輩もついて行かんから、気兼ねなく過ごすといい
mur,mur,mur107_001,むぅ……これは間違いなく、あの耳じゃな
mur,mur,mur107_002,うむ。祀られることで確実に穢れは弱まっておるのだ。なのに、何故……？
mur,mur,mur107_003,原因もなく呪いが続くわけがないが……問題はその原因だ
mur,mur,mur107_004,……まだ何とも言えん。とにかく今は起こり得る事態について考えよう
mur,mur,mur107_006,いきなり青空の下でとは……やるのう、お主ら
mur,mur,mur107_007,そうじゃぞ。吾輩、もう数百年生きておるゆえ、それぐらいのことは知っておる
mur,mur,mur107_008,では何をしたのじゃ？
mur,mur,mur107_009,やはり人には言えぬような破廉恥なことを
mur,mur,mur107_010,安晴の言う通りじゃな。特に芳乃、湯浴みでしっかりと穢れを流した方がよい
mur,mur,mur107_011,ご主人、耳が生えた時の状況を詳しく説明してくれぬか？
mur,mur,mur107_013,山に入ったときに違和感を覚えたり、妙な気配を感じることもなかったのだな？
mur,mur,mur107_014,……すまん
mur,mur,mur107_015,とにかく、今晩吾輩は夜通し憑代を見張ってみよう。今までは、朝と夕方に確認しておっただけだからな
mur,mur,mur107_016,その必要はない。吾輩は夜を明かしたところで負担にはならぬ
mur,mur,mur107_017,もし何かあればすぐさまご主人に報告すると約束する
mur,mur,mur107_018,大体、吾輩だけではどうしようもないしな
mur,mur,mur107_019,うむ、頼まれた
mur,mur,mur107_020,おはよう、ご主人
mur,mur,mur107_021,怪しげな反応はなかった
mur,mur,mur107_022,それは……判断が難しいところじゃな
mur,mur,mur107_023,あの耳からは以前の呪いと同じ気配がしておる。少なくとも同種の力が働いておるのは間違いないのだが……
mur,mur,mur107_024,とにかく憑代の監視を続けてみよう。昼の間に変化が起きるとは思わぬが
mur,mur,mur107_025,それで……芳乃の様子はどうじゃ？
mur,mur,mur107_026,そうか……。………………
mur,mur,mur107_027,いや、何でもない
mur,mur,mur107_028,そう……だな
mur,mur,mur107_029,じゃが、それこそが芳乃の意志だ。笑おうと、前向きに頑張っておるのだ
mur,mur,mur107_030,ならばそれを支えてやるのが、吾輩たちのすべきことじゃよ
mur,mur,mur107_031,ご主人、吾輩は様子を見てくる
mur,mur,mur107_032,それも含めて、色々だ。何か見落としがないか……山の方も確認してみよう
mur,mur,mur107_033,ご主人、起きたのだな
mur,mur,mur107_034,どうした、ご主人？服も着替えぬままで。しかも……
mur,mur,mur107_035,なにやら剣呑な雰囲気じゃな。叢雨丸まで持ち出したりして一体どうした？
mur,mur,mur107_036,事と次第によるな
mur,mur,mur107_037,一体何をするつもりなのだ、ご主人？
mur,mur,mur107_038,寝言は寝て言え、ご主人
mur,mur,mur107_040,だから、憑代をもう一度砕くと言うのか？
mur,mur,mur107_041,自分がどれだけバカなことを言っておるか、ちゃんと理解しろ、ご主人
mur,mur,mur107_042,いいや、わかっておらん。憑代を砕いたりすれば、今度はご主人まで巫女姫と同様の呪詛で祟られるのだぞ
mur,mur,mur107_043,ご主人さえよければすむという話ではない！意味がないと何故わからぬのだ！
mur,mur,mur107_044,……それは……その気持ちはわかる。確かに、何ものにも代え難い時間であろう
mur,mur,mur107_045,じゃがな、ご主人！そんな方法で手に入れた時間では芳乃をより苦しめるだけだ！
mur,mur,mur107_046,自分のせいでご主人が呪われたことに、責任を感じぬと思うてか！？
mur,mur,mur107_047,憑代を砕いて気付かれぬはずがなかろうが！
mur,mur,mur107_048,芳乃は『ご主人と一緒に生きたい』と言ったのであろう
mur,mur,mur107_049,その時間を芳乃に重荷を背負わせるためだけに使うつもりか？
mur,mur,mur107_050,さらに厄介なことになるぞ！短慮を起こすでない！
mur,mur,mur107_051,このっ……たわけがっ！いい加減にせぬか！
mur,mur,mur107_053,な……何をした、ご主人
mur,mur,mur107_054,それは確かにそうじゃが。何もなければあのような反応が起きるはずが……
mur,mur,mur107_055,しかも今の反応、穢れに近い……――まさか！？
mur,mur,mur107_056,動くな！
mur,mur,mur107_057,……どうやら元に戻ったようじゃな、よかった
mur,mur,mur107_058,それもあるかもしれんがな、それだけではない
mur,mur,mur107_059,今、原因が分かった
mur,mur,mur107_060,全てはご主人に取り憑いた怨念が原因だ
mur,mur,mur108_001,うむ
mur,mur,mur108_002,ご主人の魂の中に、おそらく憑代の怨念が宿っておる
mur,mur,mur108_003,強大な祟り神と戦ったあの夜、ご主人は大量の穢れを浴びたであろう？
mur,mur,mur108_004,あの時に、怨念がご主人の中に移動したのであろう。あのままでは、消滅させられたからな
mur,mur,mur108_005,普通であれば不可能であろうが、ご主人は憑代の欠片を魂に取り込んでおった
mur,mur,mur108_007,それはない。憑代の外では存在するだけでも力を使う。放っておけば霧散する
mur,mur,mur108_008,そのはずだったのだ。本来であれば
mur,mur,mur108_009,ご主人と芳乃が気持ちを通わせ合い、深く繋がったからであろうな
mur,mur,mur108_010,おそらくは……接吻をした際にでも、芳乃の魂に気付いたのだ
mur,mur,mur108_011,憎むべき対象に気付き、思念を維持できなくなることも気にせず力を呪詛に注いでおるのだ
mur,mur,mur108_012,ゆえにご主人、今さら憑代を砕いたところで何の意味もないということだ
mur,mur,mur108_013,そう責めるな。ご主人は、怨念の憎しみの煽りを受けてしまったのだ
mur,mur,mur108_014,短慮を起こしたのも、全ては怨念のせいじゃよ
mur,mur,mur108_015,いくら強力な怨念であろうと、所詮は残留思念にすぎん。魂はあくまでご主人の物だ
mur,mur,mur108_016,意思を強く持っておれば、今回のような影響を及ぼすこともあるまい
mur,mur,mur108_017,うむ。だがそれでは……芳乃の身体が衰弱するのが先か、怨念が消滅するのが先かの危険な賭けになる
mur,mur,mur108_018,それもない。怨念と繋がりを持ってしまった以上、もはや物理的な距離は関係ない
mur,mur,mur108_019,とはいえ、接吻のような接触は控えた方がいいであろうな
mur,mur,mur108_020,あ、もちろん、男女のまぐわいもじゃぞ？
mur,mur,mur108_021,馬鹿を言うでない。そんなことをすれば、ご主人の魂まで傷ついてしまうわ
mur,mur,mur108_022,同様に、神力を魂に流し込むこともできんからな
mur,mur,mur108_023,それは現実的ではないと思うがな
mur,mur,mur108_024,な、なんじゃ、突然……
mur,mur,mur108_025,確かにそうじゃな
mur,mur,mur108_026,人の声……もしや、討たれた長男のことを言っておるのか？
mur,mur,mur108_027,憑代に、人間の怨念が共に……？
mur,mur,mur108_029,憑代が怨みある長男の血を浴びたとすれば、２つの怨念が混じり合った可能性はある
mur,mur,mur108_030,もし、これらの推察が正しいとすれば……ご主人の魂から怨念を引きはがせるかも
mur,mur,mur108_032,怨念がご主人の魂に逃げ込んだのは、叢雨丸の力で消滅させられそうになったからだ
mur,mur,mur108_033,他よりマシとはいえ、このままでは消滅してしまうことに変わりはない
mur,mur,mur108_034,ゆえに、ご主人の魂よりも適した逃げ場を整えてやれば……
mur,mur,mur108_047,どうであった？
mur,mur,mur108_048,ではやはり最悪を想定しておいた方がいいであろうな
mur,mur,mur108_049,決行は今晩だ
mur,mur,mur108_050,今は安晴が憑代の祈祷を行っておるところだ
mur,mur,mur108_051,問題ない。宿しておる犬神の気配はそのままだ。憑代に逃げ込むであろう
mur,mur,mur108_052,じゃが、いざ宿ろうとしても、清められた憑代では以前のようにはいかぬ
mur,mur,mur108_053,憑代に宿れず、ご主人の魂にも戻れず、行き場を失いそのまま消失……というのが理想的ではあるが
mur,mur,mur108_054,清めるのは憑代だけではない。本殿そのものも清めておきたい
mur,mur,mur108_055,じゃがその前に、芳乃自身も身を清めておくように
mur,mur,mur108_056,ご主人もだぞ。怨念が剥がれやすくするためにも、しっかりと身を清めるのだ
mur,mur,mur108_057,そして何が起きてもいいように、叢雨丸を忘れるな
mur,mur,mur108_058,危険だな。じゃが……安晴の気持ちも、理解はできる
mur,mur,mur108_059,呪詛に苦しむ人間の側で、ずっと支え続けてきたのはあやつだからな
mur,mur,mur108_060,それに安晴は神主だ。祓いもできるし、祝詞もあげられる
mur,mur,mur108_061,祟り神が相手でなく、呪詛が相手であれば、安晴の力が必要になることもあるやもしれん
mur,mur,mur108_062,では行くとするか
mur,mur,mur108_063,準備はすでに整っておる
mur,mur,mur108_064,憑代を手にして意識を繋げる。そうすれば、怨念が反応を示すはずだ
mur,mur,mur108_065,それほど難しい話ではない。憑代の感覚に集中すれば、勝手に繋がるであろうよ
mur,mur,mur108_066,怨念が魂から剥がれるとき、ご主人は一時的に無防備になっておる
mur,mur,mur108_067,もしもの時には、お主らが頼りじゃぞ
mur,mur,mur108_068,心の準備はよいか、ご主人
mur,mur,mur108_069,ご主人！？
mur,mur,mur108_070,そうではない。自分の身体を見てみろ
mur,mur,mur108_071,怨念だ。憑代に反応して、ご主人から剥がれたのだ
mur,mur,mur108_072,まだ早い。怨念が全て出るまでは待つのだ
mur,mur,mur108_073,憑代を離せ、ご主人！
mur,mur,mur108_074,ここまでは狙い通りだ……このまま、消滅すれば
mur,mur,mur108_078,意識を保て、呑みこまれるな！
mur,mur,mur108_079,なっ、何事だ！？
mur,mur,mur108_081,安心しろ。呪詛は消えた。芳乃が勝ったのだ
mur,mur,mur108_082,そうじゃな。愛し合う２人の邪魔をするなど言語道断
mur,mur,mur108_083,……ぷりん……いいのぅ
mur,mur,mur108_084,なにかいい方法が見つかるといいんじゃがなぁ……
mur,mur,mur109_001,ご主人、顔がゆるゆるじゃな
mur,mur,mur109_002,あー、あついあつい
mur,mur,mur109_003,それは大胆じゃのう
mur,mur,mur109_004,吾輩もちゃんと席を外すからな。気にするな
mur,mur,mur110_001,どうした、ご主人。何やら浮かない顔をしておるな
mur,mur,mur110_002,芳乃と何かあったのか？
mur,mur,mur110_003,それは結構なことだ
mur,mur,mur110_004,しかしならば何故、浮かない顔をしておるのだ？
mur,mur,mur110_005,あ！こらご主人、吾輩を置いて行くな！
mur,mur,mur110_006,それで……これは一体何の集まりなのだ？
mur,mur,mur110_007,つまり、学院では口にはできぬ話題なのか？
mur,mur,mur110_008,もしや、呪いのことで何か気になることが――
mur,mur,mur110_009,しかも毎日な
mur,mur,mur110_010,幸せなのはいいことだが、であれば何に悩む？もしや、まぐわいのことか？
mur,mur,mur110_011,そう言えばレナは、そういう話が苦手であったな
mur,mur,mur110_012,で、どうなのだ、芳乃？ご主人とのことに恐怖を抱いておるのか？
mur,mur,mur110_013,なるほど。それで身動きが取れずに悩んでおるというわけか……
mur,mur,mur110_014,ふむ……うむ……むむぅ……――ぷっ
mur,mur,mur110_015,ぷははは！やはりダメじゃ、我慢できん。わははは！
mur,mur,mur110_016,すまんすまん、芳乃を馬鹿にしたつもりはないのだ
mur,mur,mur110_017,お主、接吻しておる時に耳が生えるかどうか不安に思っておるのか？
mur,mur,mur110_018,思っておらんはずだ。表情を見ておればわかる
mur,mur,mur110_020,まあ、多少誇張はしたかもしれんが、丸きり嘘というわけでもない
mur,mur,mur110_021,そして接吻の余韻に浸ってから、その不安を抱く
mur,mur,mur110_022,つまりだな、芳乃が今感じておる不安は、自分への言い訳だ
mur,mur,mur110_023,うむ。ズバリ、芳乃はご主人と接吻をしたいのだ。そして、まぐわいたいとも思っておるのだ！
mur,mur,mur110_024,芳乃はそんな自分の劣情を恥じた。その劣情に理由をつけた。それが、呪いの反応という訳だ
mur,mur,mur110_025,本当に不安に思っておるなら、あんな頻繁に接吻したりせぬよ
mur,mur,mur110_026,ご主人への想いを持て余しておるのだ
mur,mur,mur110_027,お主意外とアレだな。あー……そうそう、むっつりすけべぇというやつじゃな
mur,mur,mur110_028,経験談ではないのだな……
mur,mur,mur110_029,ともかく！恥じる必要はないぞ、芳乃。それにご主人はその程度で、芳乃への気持ちを変えたりせぬ
mur,mur,mur110_030,そう言えば……ご主人はご主人で浮かない表情をしておったな
mur,mur,mur110_031,んー……もしかすると、芳乃の気持ちに気付いておるのかもしれんぞ
mur,mur,mur110_032,だが言い訳とまでは見抜けず、芳乃の不安に配慮しておるのかもしれん
mur,mur,mur110_033,強引なようでヘタレという、面倒なヤツじゃからな、ご主人は
mur,mur,mur110_034,このままでは勝手に身を引いてしまうかもしれんな。自分といては不幸になる、と
mur,mur,mur110_035,では手遅れになる前に、芳乃の本心を伝えねばならん
mur,mur,mur110_036,親密になることに不安を抱いてはいない。むしろ望んでいると、ご主人にわからせるのだ
mur,mur,mur110_037,そういうことは、授業で習うのではないのか？
mur,mur,mur110_038,まあ、純粋無垢だと思っていた相手にそこまでされると、さすがのご主人も引くかもしれんしな
mur,mur,mur110_039,そうじゃな。具体的な内容は、ご主人に任せればよい
mur,mur,mur110_040,芳乃はまず、ご主人とのことを望んでおると伝えねばならん
mur,mur,mur110_041,では今度は、吾輩が初夜という儀式の行い方を伝授しよう
mur,mur,mur110_042,初夜という儀式には正装で挑まねばならぬ
mur,mur,mur110_043,下着はなるべく新しく、気合い入れて！清らかな白が望ましい！
mur,mur,mur110_044,なければ薄い桃色など淡い色を選ぶのだ。だが茶色はいかんぞ！絶対に茶色だけは避けるべし！
mur,mur,mur110_045,そして挨拶は座礼が基本。それから『処女をもらって下さい』とお願いをする！
mur,mur,mur110_046,これが正しい初夜だ！！！
mur,mur,mur110_047,――くちゅんっ
mur,mur,mur110_048,風邪はないから、誰かが噂しておるのかもしれんな
mur,mur,mur110_049,別にからかったわけではない
mur,mur,mur110_050,芳乃のような知識のない者に“その場の流れ”や“空気を読め”と言っても、逆に竦んでしまうのがオチだ
mur,mur,mur110_051,むしろ“こうするのだ！”と手引きを与えた方がよい
mur,mur,mur110_052,ご主人はおそらく、清楚な色合いの方が好みじゃよ。なんせ童貞じゃしな
mur,mur,mur110_053,問題ない。ご主人ならば、あれでグッときておる。間違いない。なんせ童貞じゃしな
mur,mur,mur110_054,今頃は組んず解れつしっぽりな夜を過ごしておるに決まっておるとも
mur,mur,mur110_055,それにだなぁ……吾輩からすれば、お主の知識の方が問題があると思うぞ？
mur,mur,mur110_056,あのまぐわいの知識だ。処女があのようなことを口にするのは如何なものか？
mur,mur,mur110_057,そういうものかのう……？
mur,mur,mur111_001,いい加減、聞こえておることを教えてやるべきであろうか？
mur,mur,mur111_002,な、なんじゃ、どうした？そんなに怖い声を出して
mur,mur,mur111_003,謀るとは、穏やかではないのう
mur,mur,mur111_004,確かに、絶対の約束事ではないが、冗談と言うわけでもない
mur,mur,mur111_005,実際、昨日は上手くいったのであろう？
mur,mur,mur111_006,ご主人ならば、アレでツボにはまると思ったのだ
mur,mur,mur111_007,芳乃も誘い文句をどう口にするか困ると思ってな。ズバリと示したまでだ
mur,mur,mur111_008,何にせよ、落ち着くべきところに落ち着いて、よかったよかった
mur,mur,mur111_009,少しは落ち着いたらどうなのだ、ご主人
mur,mur,mur111_010,何をそんなに驚くことがある？今さらではないか
mur,mur,mur111_011,なぜそんなことを確認するのだ？
mur,mur,mur111_012,今夜は新月だぞ
mur,mur,mur111_013,……はぁ……理由が雑すぎるぞ、ご主人
mur,mur,mur111_014,辛気くさいのはよせ。吾輩は、誤魔化したいならもっと上手く誤魔化せと言っておるだけだ
mur,mur,mur111_015,まあよい。で、吾輩はどれぐらい帰って来ぬ方がいいのだ？２時間程か？それとも、一晩か？
mur,mur,mur111_016,なんと！？ご主人、いくらなんでも早すぎではないか？
mur,mur,mur111_017,いや、ご主人が早いのはこの際仕方ないとして
mur,mur,mur111_018,せめて前戯は長めにとった方がよいと、吾輩思ひ候
mur,mur,mur111_019,そうか。ならばよいが……ではまあ、適当にふらふらして来よう
mur,mur,mur113_001,どうしたのだ、ご主人？
mur,mur,mur113_002,いいや、見ておらんが……どうかしたのか？
mur,mur,mur113_003,ふむ。買い物か何かに出ておるのであろう。心配し過ぎではないか？
mur,mur,mur113_004,ここの所、四六時中ずっと一緒じゃろう？
mur,mur,mur113_005,もう少し落ち着かねば、生活に支障をきたしてもしらんぞ？
mur,mur,mur113_006,と言っても……芳乃の方は、それなりに落ち着いておるようだが
mur,mur,mur113_007,順調であるのは、非常にいいことではあるがな
mur,mur,mur113_008,ダメじゃなこれは
mur,mur,mur113_009,懐かしいのう
mur,mur,mur113_010,確かにいい笑顔だ。とても幸せそうな顔をしておる
mur,mur,mur113_011,これはおそらく結婚する前だな。撮ったのは安晴であろう
mur,mur,mur113_012,じゃが、急にどうしたのだ？秋穂の写真など出してきて
mur,mur,mur113_013,うむ、それは間違いない。秋穂は１人で過ごすよりも、誰かと一緒におる方が好きだったからな
mur,mur,mur201_001,意外と涙脆いやつなのだな、玄十郎は
mur,mur,mur201_002,ほう、そうなのか。それはまた意外な……最初の頃は涙で枕を濡らしておったくせに
mur,mur,mur201_004,ご主人
mur,mur,mur201_005,実はご主人に、伝えておかねばならんことがある
mur,mur,mur201_006,そう深刻な話ではない。吾輩がちょっと神経質になっているだけ……と思ってはいるのだが
mur,mur,mur201_007,例の呪いについての話だ
mur,mur,mur201_008,それはない
mur,mur,mur201_009,――はずだ。おそらくない、と吾輩も思っておるのだが……
mur,mur,mur201_010,正直に打ち明けよう。情けないが、あくまで吾輩は叢雨丸の管理者
mur,mur,mur201_011,呪いに関しての知識は、駒川の者よりも持ち合わせておらぬ
mur,mur,mur201_012,前例のない状況では、何が起こるか吾輩にも想像がつかぬ
mur,mur,mur201_013,憑代を集めて、獣の怒りは鎮まった。しかし、憑代に封じられておる怨みまで晴れたわけではない
mur,mur,mur201_014,つまり、厳密には穢れはまだ残っておるのだ
mur,mur,mur201_015,いや落ち着け。そうは言っても、憑代を使える術者はおらん
mur,mur,mur201_016,それに神社に祀られ、安晴が毎日祝詞を上げることで、着実に穢れも祓われておる
mur,mur,mur201_017,問題がなければ……そうさな、例えばもう一度砕いたり、放り捨てたり
mur,mur,mur201_018,獣の怨みを買うような真似をしなければ、このまま平穏に過ごせるはず……だと、思う
mur,mur,mur201_019,……残念ながら、その通りだ
mur,mur,mur201_020,あくまで万が一に備えて、心に留め置いて欲しいというだけだ
mur,mur,mur201_021,もしご主人が町を出たいと思っているのならば、それを理由にするのは……少々卑怯かと思ってな
