=== 蕾娜 (len) 剧情配音文本 ===
共计 2466 句台词

[len006_002] きゃああああぁぁぁぁっ！？
[len417_058] あはは、マサオミ？くよくよしてもなにもいいことありませんよ！
[len417_059] 日本語でも、過保護は寝て待て、と言いますので
[len417_060] お、おー……カホゴ……カホー……カホウ！覚えました
[len417_061] ですが、欠片を取り込んだのはやっぱり悪いことばかりじゃないですよね？
[len417_064] ほえー、マサオミはいろいろ考えてるんですね？凄いです！
[len417_065] そうなのですか？
[len417_066] んー、えへへ……だったらわたしのこと、もっと見習うといいですよ、マサオミ？
[len417_067] はい？わたしの国ですか？
[len417_068] あー、どうしてですかね？わたしにも、そこまではわからないですが
[len417_069] あははは、冬はマイナス３０℃以下になりますけどね
[len417_070] わたしの村は、ラップランド……日本の言葉で、北極圏でしたかね？かなり北の方にありますから
[len417_071] わたしも日本の一年中、毎日、太陽が沈んだり昇ったりするの、想像できなかったです
[len417_072] はい、だからわたしの国、一言で表すとしたら……そうですね……
[len417_073] オーロラの国ですよ
[len417_074] 夏は、森と湖とベリーがいいです
[len417_075] けどわたしにとっては、冬に見えるオーロラが一番ですよ！
[len417_076] わたしもいつか、マサオミと見てみたいですね
[len417_077] わたしの国のオーロラを……
[len417_078] むー
[len417_079] ヨシノ！マコー、おはようございます！
[len417_086] 誤解じゃないですのに！
[len417_087] ヨバイしておきながら、指一本触れなかったりッ！！
[len417_088] こういうとき、マサオミのことが……少し、嫌いになりますね
[len417_089] ……ですが、本当は……そうではなくて
[len417_090] …………はあ。
[len417_091] またまた、よろしくお願いしますね！
[len417_092] はい！警察は力なりですよ、マサオミ？
[len417_093] お、おー、けいぞく？……けいぞくですね、覚えましたっ
[len417_094] さすがは巫女姫さまですね、ヨシノ！
[len417_095] テンション上げてガンバロウ、ではなかったですか？
[len417_096] まあまあ、ヨシノ？誰にでも失敗はありますから
[len417_097] まあまあ、でもさすがは女将ですよ？確かにこれは、わたしにとって不思議の言葉ですね
[len417_098] それもありますが……たとえば“お尻”という言葉は、最初びっくりしましたね
[len417_099] わたしの国だけではないですが、たぶんヨーロッパの国では、尻という言葉にあまりいい意味はありません
[len417_100] はい！なのに日本の人は、お尻と丁寧に表現します
[len417_101] そこに、日本のワビサビ、オクユカシイの心、感じました！
[len417_102] わたしの行ってた日本語学校では、おまんじゅうとまんじゅう、おネギやネギは
[len417_103] 別の言葉として覚えるよう指導されました
[len417_104] お買い物でありますね！
[len417_105] えへへ、マサオミとお二人様でですねっ
[len417_106] 日本はエコのお心も素晴らしいです
[len417_107] ほら、ゴミ箱にも、缶・ビン・ペットボトルを分けて入れられるようになってますね
[len417_108] はい、ゴミ箱があってもゴミ箱入れない人多いです
[len417_109] なのに日本はわざわざ鞄へ入れてお持ち帰りする人も多いのでびっくりしましたよ
[len417_110] 旅館のゴミ箱に捨てないで、お持ち帰りされるお客様までいるくらいです
[len417_111] それにお買い物のときも、エコバッグを持ってる人すごく多いですね
[len417_112] お断りすればいいですよ、お店でどっちも選べる感じじゃないですか？
[len417_113] はい！だからわたしもエコバッグを持ち歩くようにしてます
[len417_114] あ、ここのお店ですね！では悪いですがマサオミ、少し待っててもらえますか？
[len417_115] はい、では終わってからお願いしますね！すぐ済ませてきますので
[len417_116] あ、お袋はけっこうです
[len417_117] お、おうふ、い……今まで毎回言ってましたのに、どうしてどの店員さんも教えてくれなかったですか？
[len417_118] “お”を付けると意味の変わる言葉まであるなんて
[len417_120] こういうとき、日本の人はちょっと優しすぎます
[len417_121] 間違ってるときは、ちゃんと注意して欲しいですよ
[len417_122] お、おー、何事ですか？
[len417_123] で……ですが、わたしは買い出しの途中で、お仕事がありますので……
[len417_124] い、いったい、なにが始まるのでしょうか？
[len417_125] さっきもそんなこと言ってましたね？試食すればいいのでしょうか？
[len417_126] は、はい、本当にいいのでしょうか？
[len417_127] 緑色をしてますが……抹茶とは違うようですね
[len417_129] わたしもやっぱり、志那都荘が心配ですから
[len417_130] そうです！わたしも食べてみますから、ケンカはやめてほしいですね
[len417_131] いいえ、実はわたしも、どんな味かちょっとだけ興味があったのですよ
[len417_132] で、では、マサオミ？２人一緒に口へ入れませんか？
[len417_133] あむっ
[len417_134] うっ……ううっ、は、はい、マサオミの言う通り、とっても美味し、ぐすっ
[len417_135] い、いえ、これは目から……心の汗が、うううっ
[len417_136] 美味しいのは、本当に……美味しいと、しゅ……しゅみましぇん、ずずずっ
[len417_138] あ、あの、わたしが慣れてないだけで、本当に美味しいと思いましたよ
[len417_139] おー、なるほどです
[len417_140] ふふふふ
[len417_141] ロカとロカのお父さんは仲良しですね！
[len417_142] でも仲直りできるケンカは、いいケンカです！
[len417_143] それは仲良しの証拠ですよっ
[len417_144] そうでした！調べた方がいいと話してましたねっ
[len417_145] ドイツ製なのですか！それも、間違いないですか？
[len417_146] まさか、もちろん初めて聞きました……
[len417_148] その間、穂織に滞在してたかもしれないのですが、なにか知らないですか？
[len417_150] はい……お祖父ちゃんのお祖父ちゃんが、穂織の人だとは知っていましたが
[len417_151] 全部、知ってたわけではないですから……
[len417_152] エニシ、ですか？
[len418_001] ホアッ！？わたしも初耳です
[len418_002] は、はい
[len418_003] お祖父ちゃんのお祖母ちゃん、可哀想ですね……
[len418_004] で、ですが
[len418_006] （お祖父ちゃんのお祖母ちゃんとお祖父ちゃんのお祖母ちゃんが結ばれないと、わ、わたしも生まれてきませんよ！？）
[len418_007] ですが、お祖父ちゃんは２人を仲良し夫婦だと言ってたはずなのに……
[len418_008] た、祟り神ですねっ！
[len418_009] お祖父ちゃんの、お祖母ちゃん！？
[len418_010] わたしの家に伝わってたのと同じですね
[len418_011] ……
[len418_013] すぴ～……ふひゅひゅ～……すぅ～……ふふふふふ
[len418_014] ふひゅひゅ……あーマサオミだぁ。、えいっ
[len418_015] んぅ。、ハグは……ただの挨拶、ふにゅにゅ…………すぴ。
[len418_017] ふにゃふにゃ……んんぅ～、ぽかぽかですねぇ
[len418_018] ふにゃふにゃ…………おやぁ。、マサオミがいますねぇ？
[len418_020] ドイツで暮らすうちに……ラブラブに、なっていったですねぇ、えへへへ
[len418_021] おやぁ、マサオミはどうして？わたしのほうを見な…………ふぇああッ！？
[len418_022] ま、待って欲しいです、マサオミ！
[len418_023] か……帰らないで、欲しいですよ
[len418_024] きょ、今日もまた、マサオミと一緒に学校へ行きたいので
[len418_025] だから……帰らないで、待ってて欲しいです
[len418_026] えへへ、わたしこそ、ちょっと寝ぼけてましたね
[len418_027] お待たせしました、マサオミ！
[len418_028] はい、これからお仕事ですから、またしばらく待たせてしまいますが……
[len418_029] それよりマサオミ？まだ言ってなかったですね
[len418_030] おはようございます、マサオミ？
[len418_032] ……～～っ
[len418_033] そ、そう言えば
[len418_034] ゆ、夢のこと……みんなに相談しなくていいですか？
[len418_035] そうだったのですか……
[len418_037] も、もう、行かないとですね
[len418_038] ……はい、ではまた後でっ
[len418_039] 始めたいと思います！
[len418_040] はい？わたしは気になりませんけどねぇ？
[len418_041] むしろ、日本のこといろいろ教えてもらって、とても助かってますよ
[len418_042] それは、そういうものではないですか？
[len418_043] わたしも自分の国のこと、ちゃんと説明できない気がしますね
[len418_044] お、おー、マサオミもヨシノも、そんなにお固くならなくて大丈夫ですよ？
[len418_045] そうかもしれませんね、マコ
[len418_046] 今回は、わたしから質問があります
[len418_047] はい！ですが女将に聞くのは、なんとなく失礼ではないかという気がしていて
[len418_048] いいえ、最初は女将だけと思ってましたが、どうも違うようでして
[len418_049] 志那都荘の中の人も、外の人も、同じことをします
[len418_050] はい、日本の人は……
[len418_051] どうして携帯電話で話しながら、お辞儀をするのですか？
[len418_052] まあまあ、２人とも落ち着いて下さい
[len418_053] 全然伝わってないと思いますけど、それでも礼儀を尽くすということでしょうか？
[len418_054] なるほどです、確かに電話以外でも、日本の人はよく……
[len418_055] おー、申し訳ないですね！わたしの携帯です
[len418_056] あ！女将でありますかっ、はいっ、はいっ……わおっ、そうでありますか！
[len418_057] それはお手間を取らせましてっ、いえ！とんでもないです、はいっ、はいっ、ありがとうございますっ
[len418_058] はいっ！はいー、それでは、いえいえっ……失礼いたしますっ
[len418_059] わたしの実家から国際便が届いたようで、女将から連絡がありました
[len418_060] それはわかりませんが、楽しみですね！それよりお話の途中で、申し訳ないです
[len418_061] 日本の人はお辞儀が癖になってるのですね？癖なら気付かないうちにやっていても、仕方ないかもしれません
[len418_062] ん？２人とも、なんの話です？
[len418_063] わおっ！ひょっとして、免許皆伝ですか！？
[len418_064] えへへへ、そんなことないですよ？ヨシノにも、まだまだたくさん教えて欲しいですねっ
[len418_065] 駒川先生、わたし達になんのご用でしょうか？
[len418_066] わお、なにかわかったのでしょうか？
[len418_067] ん？どうしたですか、マサオミ？
[len418_068] そんなことないです、一瞬ちょっと寂しそうな顔してましたよ
[len418_069] えへへ、わたしはマサオミのこと、いつもちゃんと見てるからわかるのですよ？
[len418_070] つまり、こういうことですね
[len418_071] 今日はわたしと手を繋いでないから、寂しくなったのですね？
[len418_072] ふふふふ、もちろんです……えへへ
[len418_073] ……。。。っ、えへへ、そう見えますか？
[len418_074] お、おー……なら頑張りますのでっ
[len418_075] わかりました！
[len418_076] うむむ、申し訳ありませんが……たぶんそういうところはなかったと思いますね
[len418_077] はい、その通りです
[len418_078] でも言葉を話してましたよ？普通の犬ではなさそうでした
[len418_079] 白い犬と女の人が描かれてますね、ですが……マサオミ？この人の……
[len418_080] 金髪の、美人さんです
[len418_081] で、でも、夢の中で白い犬は……私をお姉ちゃんと言ってました
[len418_082] で、ですが、金髪というだけなら、海外のお客様もときどきいらっしゃいますし
[len418_083] ……精神状態、ですか？
[len418_084] もちろん、それはいいですが
[len418_085] お願いいたします
[len418_086] 綱渡り、ですか？
[len418_087] そ、そんなにでありますか……
[len418_088] ……祟り神に命を狙われるわけですね？
[len418_089] 欠片や……わたし達の夢で、ですか？
[len418_091] ……はい
[len418_093] 秘密にしていたわけではないですが、実は最初に見た夢で……
[len418_094] あまり関係ないと思ってしまって、話してない部分があるのです
[len418_095] はい……実は、わたしが志那都荘でお料理を食べさせられそうになったとき
[len418_097] みんなはお料理を勧めながら、わたしが本当は寂しかったんじゃないか
[len418_098] 家族は、１つであるべきだって
[len418_099] わたしの家族は、みんなバラバラな場所に住んでます
[len418_100] 出稼ぎへ行って、そこで仕事を評価されてスカウトを受けたり、ステップアップのために転職したり
[len418_101] たぶん、わたしがお祖父ちゃん子だったのもありますが
[len418_103] けどわたしも、お父さんとお母さんのことは応援したい気持ちで
[len418_104] その分、ときどき会えるときは凄く嬉しかったですし、みんな一緒に暮らしてないのが不思議なくらい仲が良くて
[len418_105] なのに、夢の中で家族は１つであるべきだって言われたとき
[len418_106] なにも言い返せなかったんです……
[len418_107] プライベートなことだと思ってしまいまして、あのときはそこまで話せなかったですよ
[len418_108] 申し訳ないです……
[len418_109] わざわざ送ってくれて、ありがとうございますね！マサオミ？
[len418_110] ふふふ、変なマサオミですね
[len418_111] 欠片のことは、わたしのことでもあるのですから気にしなくていいですよ
[len418_112] おーそうです！少し待っていて下さい
[len418_113] これ、マサオミにあげますね？
[len418_114] はい！私の国のお菓子ですね、中身は飴だと思いますよ
[len418_115] いつも、日本のことを教えてくれるお礼ですね
[len418_116] そんなことないですよ？それに…………
[len418_117] ……マサオミには、わたしの国のことも知って欲しいですから
[len418_118] はい、いただいてください！
[len418_119] まだわたしの分はたくさんありますし、１人では食べきれないですから
[len418_120] また明日ですね、マサオミ！
[len419_001] あはははっ、あはははははは！マコもっ、ヨシノのお父さんまで……あはははははっ！
[len419_002] ご、ごめんなさい、でも……あはははははっ！そこまでになると、思わなかったですよっ
[len419_003] まさかっ、普通ではないですよ？
[len419_004] ちょっと変な味のお菓子くらいの感じですね？
[len419_005] でも日本の人にはすごく変な味かもしれないと、わたしもマサオミに渡してから気が付きましたよ
[len419_006] 荷物の中で一番取り出しやすいところに入ってたのを適当に持って来てしまいまして
[len419_007] けど不味かったら、マサオミから連絡してくれると思ったですよ？
[len419_008] みんな食べてるから、それは平気だと思いますね
[len419_009] うーん……やっぱり日本の人の口には合わないみたいですね
[len419_010] はい……ただ、わたしの国では、オーロラの向こうには死者の世界があるという迷信があります
[len419_011] そんなことないはずですけどね……
[len419_012] そう言われましても、わたしの国の古いお菓子は、砂糖ではなくリコリスを使ってますね
[len419_013] ですから風味は独特ですが、昔から普通に食べられてますよ
[len419_014] 甘い味がする草ですね。アジアの国々でも、カンポウに使われるそうですが？
[len419_015] ……………………うーーん
[len419_016] はい！きっとそうですねっ
[len419_017] ま、まあ、それより今日は他にも実家から届いたお菓子を持ってきてますので！
[len419_019] みんな警戒し過ぎですよ？　ほら、クッキーは美味しいです……ほら
[len419_020] はい、わたしの国ではコーヒーと一緒に食べますね
[len419_021] それはベリーソースですね
[len419_022] お菓子ではないですが、お料理にかけて使いますよ
[len419_023] おや？どうかしましたか？
[len419_024] そうですね、ベリーソースはお肉やお魚にかけることが多いです
[len419_025] わたしの国、ベリーが豊富で毎日食べますから
[len419_026] 日本のお米ほどではないですが、いろんなものに使いますよ
[len419_027] あと毎日食べるもので、日本の人に馴染みがありそうなのはパンケーキですかね？
[len419_028] はい、他にもパンはありますが、一番多く食べるパンですね
[len419_029] お皿の上にたくさん重ねて、みんな自分が食べたい分だけ取って食べます
[len419_030] パンケーキには、サーモンの燻製や鹿肉を挟んで食べますね
[len419_031] はい、でもパンケーキにはサーモンではないですか？
[len419_032] マサオミ？メシマズとは、いったいなんのことですか？
[len419_033] そんなことないと思いますよ？
[len419_034] わたしの国では最近、日本食が大流行してますからっ
[len419_035] おや？みんな、どうしましたか？
[len419_036] ああ、これはお菓子ではありませんよ？ただのジャガイモパンです
[len419_037] 地元の食べ物いろいろ送ってもらって、懐かしくなって厨房を借りて焼かせてもらったんです
[len419_038] 小麦が貴重だった頃のパンで、わたしは好きですけどただの貧乏料理ですよ
[len419_039] 別にそれはいいのですが、素朴というか、すごく美味しい感じではありませんから、お奨めはしないですよ？
[len419_040] んーですが……本当に、本当に期待しないで欲しいです
[len419_041] 日本でいうところの駄菓子とか、そういうものですから
[len419_042] どうも、わたしの国のお料理は日本の人に評判がよくないようですから心配ですよ
[len419_043] メシマズの意味も、なんとなく想像できてしまいましたし
[len419_044] あ、ああ、マサオミ！無理しなくていいですからね？
[len419_045] うううっ……やっぱりマサオミも、メシマズな女の子は……
[len419_046] へ？
[len419_047] ……マサオミ？本当ですか、本当の、本当に美味しいと思いますか？
[len419_048] い、いえ！マサオミに食べて欲しいですっ
[len419_049] わたしはいつでも自分で焼けますし……わたしの、焼いたパンをマサオミが気に入ってくれたなら
[len419_050] すごく、すごく嬉しいですよっ
[len419_051] だから……マサオミに食べて欲しいですね！
[len419_052] えへへ、少し……不思議な感じがします
[len419_053] わたしの国でも好みが分かれる味なのに、それをマサオミが気に入ってくれるなんて
[len419_054] なんだか、ふふふ……えへへへへ
[len419_055] ……上手く言えませんね
[len419_056] 気に入ってくれたなら、今度また、焼いてきますね？
[len419_057] はい……わたしも、マサオミにはわたしの焼いたパンを、食べて欲しいです
[len419_058] はい！
[len419_059] 今日はたくさん笑って、楽しかったですねぇ
[len419_060] おー、わたしは自分の国のこともお話しできて、それも楽しかったのですが
[len419_061] みんなはわたしの国の食べ物、口に合わないみたいでしたからね
[len419_062] ……マサオミ、そう言ってくれるとわたしも嬉しいですね
[len419_063] はい？なんでありましょう？
[len419_064] もちろんいいですよ！でも、たとえばどんなことを知りたいですか？
[len419_065] わたしの国でも北の方……ラップランド、北極圏にありますよ？
[len419_066] はい、だから一日中太陽が出ていたり、沈んだままだったりしますね
[len419_067] ビャクヤとキョクヤ？ビャクヤとキョクヤ……覚えました
[len419_068] それから冬は、オーロラ観光が盛んですね
[len419_070] 法律で、自由にベリーを摘む権利が認められてますから
[len419_071] ヨーロッパでも珍しいかもですね
[len419_072] でもわたしの国、ベリーはそこら中に生えてますから、みんな勝手に摘んでいきますよ
[len419_073] 自然と言えば、フィヨルドを見に来る人も多いですね
[len419_074] んー……わたしには説明が難しいのですが、昔々には国中が氷に覆われてた時代がありまして
[len419_075] ヒョウガキ……そう言うのですか？そのとき、大陸を覆うほど大きな大きな氷が、山と海を削ったんです
[len419_076] そうしてできた土地、場所がフィヨルドですよ
[len419_077] わたしにとっては当たり前の景色でしたが、離れてみると懐かしい感じですね
[len419_078] いつか、マサオミにも見せたいですよ
[len419_079] あとは……そうですね、わたしの村ではトナカイをたくさん飼ってますよ
[len419_080] 鉢植えの植物を外へ出してると、たまにトナカイが食べちゃうこともありますね
[len419_081] あははは、トナカイは力強いですけど、歩くのは遅いです
[len419_082] サンタクロースの旅は、きっとのんびりしたものでしょうねぇ
[len419_083] もちろん！オーロラを見るには、わたしの村はぴったりだと思いますよ
[len419_084] わたしの国では、トナカイはとても大事な生き物ですね
[len419_085] ツノや毛皮はもちろん、骨も残さず道具に加工されますし、どこのお肉も美味しくいただきます
[len419_086] 日本食が流行ってからはカツオ節を真似て、トナカイでシカ節まで作ったくらいです
[len419_087] ふふふ、わたしの国でも珍しい食べ物ですけどね
[len419_089] ……え？
[len419_090] は……初めてですね、マサオミが……わ、わたしの手を、握り返してくれたのは？
[len419_091] はい……今までは、嫌がらないだけで……握り返してくれることは、なかったですよ？
[len419_092] ……。。。。っ
[len419_093] へ？ま、ま、マサオミ！？そ、それはッ
[len419_094] ……むぅ。。。っ
[len419_095] え？
[len419_096] ふふふ、マサオミったら、そんなの、もう大好きに決まってます！
[len419_097] ですが、みんなでお泊まり会は大賛成ですよ！
[len419_098] わたしは志那都荘でお世話になってますから、お友達は呼べないと思ってました
[len419_099] だからもし、みんなとたくさん遊べるなら、きっととっても楽しいですね！
[len419_100] ありがとうございます、女将！
[len419_101] お、おっ、女将！しょ、しょれはその、あんまり余計なことは言わないで欲しいですねっ
[len419_102] うっ、こ……心得た、であります
[len419_103] よかったですね、マサオミ！これでみんなを招待できますよっ
[len419_104] お、おう、日本の人はハグ慣れてないのでしたね
[len419_105] んー……でも、マサオミには……もっと、慣れて欲しいです
[len419_106] ハグは、挨拶なんですから
[len419_107] はい……えへへ、わたし達、いっぱいハグできるといいですね？
[len420_001] わおっ！マサオミっ
[len420_002] 今日は朝から会いに来てくれて、とっても嬉しいです！
[len420_003] ひゃわっ！？ま、ましゃおみ？
[len420_004] い、いっ、いえ！しょ、しょうではなくて……マサオミからも、は、ハグを返してくれるとは思わず
[len420_005] ちょっと、びっくりしただけで……
[len420_006] ……嫌じゃ、ないですよ？
[len420_007] マサオミにハグされて、嫌なわけ……ないですから
[len420_008] マサオミぃ……
[len420_009] ……はへ？
[len420_010] も、もう、オサカンだなんて……そんなっ、恥ずかしいですよ！ねえ、マサオミ？
[len420_011] もー、それくらい知ってますよ！お手本を見せますねっ
[len420_012] ヨシノ……
[len420_013] おはようございます、ヨシノ！今日は来てくれて、嬉しいですよっ
[len420_014] 茉子も、今日はありがとうございますね！
[len420_015] わおっ！コハルもロカも、感謝感激、アメアレレですよっ
[len420_016] レンタロウもありがとうございますね！
[len420_017] 女将！
[len420_018] 女将もっ、お泊まり会の許可をくれて、本当に感謝しています！
[len420_019] 女将？
[len420_020] はい！心得ております
[len420_021] さあ、マサオミ？みんなっ、さっそくわたしの部屋へ案内しますね！
[len420_022] おーっ、マサオミも見てください！すごいですよっ
[len420_023] おー、だったらロカにも是非参加して欲しかったですね
[len420_024] ですが、まさかこれほどの差し入れをいただけるとは思わず……これでは、お礼ができませぬ
[len420_025] さすがマサオミっ、いいアイデアですね！そのときはたくさん注文しましょうっ
[len420_026] いいえ、わたしは、ヨシノのお菓子も、ぷちシューも、どっちも食べてみたいですねっ
[len420_027] そうですよ！エドッコに遠慮はいらねーですよっ
[len420_028] お、おー、この間のですか？
[len420_029] マコ？……ババヌキとはなんですか？
[len420_030] いえっ、大丈夫です！日本のトランプゲームも覚えたいですし
[len420_031] えへへ、それにきっとマサオミが教えてくれます
[len420_032] はい！お願いしますね、マサオミ？
[len420_033] おー、ヨシノもアタリですか！ぷちシュー、とっても美味しいですねっ
[len420_034] ふふふ、ヨシノは大袈裟ですね
[len420_035] お、おう、マコ！？大丈夫でありますか
[len420_036] 遠慮しないで、ジュースを飲んでくださいねっ
[len420_038] ひょっとして、口に合いませんか？
[len420_039] ええ、ヨシノ！
[len420_040] ふふふ、えへへへへ
[len420_041] だって、今日はみんなでわたしのところへ来てくれて、本当に嬉しいです
[len420_043] おー！　数字が揃いましたね
[len420_044] はい！お引っ越ししてから、誰かにホームパーティへ呼ばれたら
[len420_045] その地域の一員と認められたことになりますよ
[len420_046] だから、マサオミからお泊まり会をしようって言われたときは、びっくりしましたけど……とっても嬉しかったですよ
[len420_047] わたしも、ようやく穂織の町の一員になれた気がします
[len420_048] ヨシノ……
[len420_049] もちろんですよ、コハル！みんな、ありがとうございますねっ
[len420_051] マサオミ？　わたしも……マサオミに、一番に食べて欲しいです、ダメでしたか？
[len420_052] はいっ、メシマズと言われないように頑張りましたよ！
[len420_054] フライではなく、ニシンのソテーですね、わたしの大好物ですよ！
[len420_055] 小麦粉をまぶしてカリカリになるまで、たっぷりの油で焼きました
[len420_056] もちろんですよ！わたしも、日本の料理教えて欲しいですっ
[len420_057] ……よかったです、みんなに美味しいって言ってもらえて、ほっとしましたよ
[len420_058] あはは、あれは独特ですからね
[len420_059] ですが、作りたくても、材料がなくて作れないお料理もありましたよ
[len420_060] はい、やはりトナカイのお肉は、手に入らぬようです
[len420_061] はい、サンタクロースの村もありますよ？トナカイの橇にも乗れますし
[len420_062] その後レストランで、トナカイのステーキも食べられます
[len420_063] わたしの国、ベジタリアンが多いですから、食べない人も多いですけどね
[len420_064] サンタクロースの村、いつでもサンタクロースと写真撮れますよ？郵便局から世界中にプレゼントも送れます
[len420_065] はい、確か４０ユーロで動画も撮ってもらえますね
[len420_067] ふふふ、いつかみんなを招待して、わたしの村でもお泊まり会ができたらいいですねぇ
[len420_068] はいっ、通り道ですから、もちろん寄れますよ！わたしの村は、もっと北ですから
[len420_069] ふふふ、どうでしょうね？飛ぶかもしれないですねぇ
[len420_070] あっ、マサオミ！ここにいましたかっ
[len420_071] はい？どうしてです？
[len420_072] んー……えへへ、夜はまだまだこれからですからね、マサオミ
[len420_073] それよりですね、実は女将からＤＶＤを借りてきたのですが
[len420_074] はい、利用してくれるお客さんは少ないですが……
[len420_075] うーん、わたしはマサオミに相談したかったですよ
[len420_076] んふふ、そんなところですね
[len420_077] と言いますか……わたしは、マサオミがいなくなると、ついどこへ行ったか捜しに行きたくなるのです
[len420_078] ……そうですね、少し変なのかもしれませんね、えへへ
[len420_079] 今日はいっぱい一緒にいた分……反対に、少しでも姿が見えないと、気になってしまうのかもです
[len420_080] そ、そうでしたね！
[len420_081] わおっ、男の人みんなワボリタトゥーを入れて、女の人はみんな着物を着てますよ！
[len420_082] それに妻という字は、奥さんのことですよね？
[len420_083] きっと、日本の伝統を扱った、ファミリー向け映画ですねっ
[len420_084] マサオミっ、マサオミ！わたしが選んでもいいんでしたか？
[len420_085] はい！わたし、格好いい女の人、サムライブレードを構えてるこの映画が気にな……
[len420_086] お、おー、そうですか？
[len420_087] 日本の伝統……楽しみでしたが、残念ですね……
[len420_088] それに……妻と書いて、おんなと読むのも、わたしには不思議な感じですね
[len420_089] はい、日本語学校でも教わらない読み方ですね
[len420_090] ……。。。っ
[len420_091] つまり……マサオミの女と言えば
[len420_092] マサオミの、特別な人という意味に、なりますか？
[len420_093] おー知ってますね！日本のアニメ、わたしの国でもすごく人気ですからっ
[len420_094] はああーっ、面白かったですねー
[len420_095] わおっ、きっとみんなで一緒に観たからですね！
[len420_096] フォオオオっ！やりましたねっ、観ましたか？観ましたか、マサオミ？
[len420_097] ……おぉぉぉぉ。っ、今のは危ないところでしたね
[len420_098] あはははっ、あははははは！やっぱり……やっぱり、そうなりますね、ハハハハハッ
[len420_100] うあ……く、臭そうです……
[len420_101] ふふふ、マサオミはそんなにこのアニメが好きだったんですか？
[len420_102] わかります！日本のこと、みんなのこと
[len420_103] この映画を観る度に思い出せたら、素敵だと思いますよっ
[len420_104] ちょっと、中途半端な時間になってしまいましたねぇ
[len420_105] また、みんなで集まればいいですよ！それにもう少しくらいなら、まだなにか……
[len420_106] 女将！ひょっとして騒がしかったですか？
[len420_107] ヨシノ……
[len420_108] 当たり前です！ヨシノだって、わたしを友達と言ってくれたではありませんか
[len420_109] えへへ、そう言ってもらえるのは光栄ですが
[len420_110] 夢なんかじゃないですよ？
[len420_111] ……っ
[len420_112] まさか、マコまで帰ってしまうつもりですか！？
[len420_113] マコ……気を遣いすぎですね
[len420_114] でも、ありがとうですよ！
[len420_115] もう、マサオミはにぶちんですね
[len420_116] ねえ、マサオミ？実は……マサオミを連れて行きたいところがあります
[len420_117] ふふふ、とっておきの秘密の場所です
[len420_118] えへへ、女将には内緒にしてくださいね
[len420_119] それより、下を向いててくださいよ？まだ上を見てはダメですからね？
[len420_120] さあ、もうこの辺でいいですよ？ほらっ
[len420_121] どうですか？志那都荘の従業員しか知らない、とっておきの場所ですよ
[len420_122] やっぱり、日本からだと北極星の位置がだいぶ低いですね
[len420_123] はい！でもその分、わたしの知らない星も見えますから
[len420_124] あっちのほうに見えてる星は、よくわからないですね
[len420_125] ふふふ、自慢ではありませんが、穂織よりもたくさんの星が見えますよ
[len420_126] わたしの村、穂織よりもっとなにもないですからね。流れ星も、たくさん見えますよ
[len420_127] 願い事が追いつかないくらい、いっぱい、いっぱいですね
[len420_128] 雪がちらついてるのと区別がつかないくらい、本当にたくさん見えますから
[len420_129] もー信じてませんね？マサオミにはいつか、わたしの国のオーロラも見て欲しいですから
[len420_130] そのときびっくりする羽目になっても知りませんよ？
[len420_131] ありがとうございます、マサオミ？
[len420_132] マサオミがお泊まり会をしようと言ってくれたおかげで、今日はとっても楽しかったですよ
[len420_133] それに……わたしのために、計画してくれたのですよね？
[len420_134] えへへ、星の見つけ方はですね？お祖父ちゃんに教わったですよ
[len420_136] だから、わたしも、お祖父ちゃんも、お父さんもお母さんも
[len420_137] いつでも、同じ空を見て、同じ星をみつけることができます！
[len420_138] わたしの国と日本は確かに少しだけ遠いですし、星の見え方も少しだけ違いますけど
[len420_139] わたしの知ってる星も、たくさんたくさんありますから
[len420_140] 寂しいと思うことがあっても、そんなに寂しいわけではありませんよ？
[len420_141] マサオミには心配させてしまったみたいですから、ちゃんと話しておきたかったんですよ
[len420_142] ……マサオミ？
[len420_143] だったら、わたしが教えますよ？
[len420_144] そうすれば、マサオミにもいつでも簡単にみつけられるようになります
[len420_145] 間違いないですね
[len420_146] だって、たとえ曇っていても、雨が降っていても、星は必ず同じ場所にあるはずですから
[len420_147] ……っ
[len420_149] ううん……
[len420_150] ちゃんと……わかってますよ？ただ、びっくりしてしまって、えへへ
[len420_151] 今のは、日本のコクハクという……恋人になるための儀式ですよね？
[len420_153] 日本の映像作品に出てくるの、みんな、とても不思議な感じで見てます
[len420_154] 好きな人が、自分を好きかくらい、態度でわかりますから
[len420_155] 昨日……手を繋いでいたとき、マサオミが初めて握り返してくれましたよね？
[len420_156] そのときにはもう、気持ちは伝わってましたから
[len420_157] ですが……
[len420_158] ちゃんと、わかっていたつもりでしたけど、それでも……マサオミがコクハクしてくれたとき
[len420_159] 言葉が出ないくらい嬉しかった
[len420_160] もっと、世界中に広まるといいですね
[len420_161] コクハクの文化が
[len420_163] はい、マサオミ……
[len421_001] はい……以前、祟り神に操られたときに見たのと、同じですね
[len421_002] ……おや？おおーっ
[len421_003] もしや、この女神様は、わたしだったということでしょうか？
[len421_004] そう言えば、以前も夢の中でなにを言ってるのか知りたいと思ったら、急に言葉がわかるようになったことがありますよ
[len421_005] わっとと、どうやら追いかけるみたいですよ？
[len421_006] は、はいー、なんかそうみたいで……わわわっ、すごい早さですよー
