=== yos (yos) 剧情配音文本 ===
共计 3208 句台词

[yos001_001] 初めまして、朝武芳乃です
[yos107_045] そしたらこれからも、ずっと有地さんと……ずっと好きな人と一緒にいられます
[yos107_046] 今さら嘘は言いません
[yos107_047] ……わかりました。と言いますか、元々そのつもりでしたから
[yos107_048] いえ、それだけ真剣に思ってもらえるのは嬉しい事です
[yos107_049] なんて、心配をかけている私が口にすべきことじゃないとは思いますが
[yos107_050] とにかく今は教室に戻りましょう。変な雰囲気で教室を出てしまったから、みんな不審がっていますよ、きっと
[yos107_051] はい、もちろんです
[yos107_052] そ、そうですよ。有地さんは、そんなことは………………
[yos107_053] しないことも、ないかもしれませんね
[yos107_054] だって有地さん、意地悪なところがありますから。そこに関しては否定できません
[yos107_055] ありがとうございます。もしその時が来たら、よろしくお願いします
[yos107_056] 相談できる相手がいるというだけでも十分嬉しい事です、気が楽になりますよ
[yos107_058] い、いえ！　そんなことはありません。むしろ、興味があります
[yos107_059] 女子だけ……そ、それはいわゆる、女子会というものですよね
[yos107_060] 話には聞いたことがありまして、以前より興味がありました
[yos107_061] ただ話を聞いて欲しいわけじゃなくて、みんなで楽しく言い合うことに興味があるの
[yos107_062] はい、よろしくお願い致します
[yos107_063] 有地さんも全部知っています。私が説明しましたから
[yos107_064] わかりました
[yos107_065] あ……そうですね。利用するにはまず、憑代の存在を知っていないといけませんね
[yos107_066] となるとやはり、この耳と祟り神は無関係なんでしょうね
[yos107_067] 昨日と同じだった。やっぱり、祟り神は関係ないみたい
[yos107_068] つまり、憑代を集めたことは間違いではなかったってこと
[yos107_069] これで可能性は一つ潰せたから。また新しい可能性を潰していけば、いつかは解決できる
[yos107_070] これも、一つの前進でしょう？
[yos107_071] うん。それじゃあ私、お風呂に入ってくるから
[yos107_072] 有地さん
[yos107_073] お風呂、空きましたからどうぞ
[yos107_074] あ、お布団……もしかして寝るところでしたか？
[yos107_076] あ、いえ……何でもありません
[yos107_077] ……はい。ありがとうございます
[yos107_078] お、おかえりなさい
[yos107_079] はい。すみません。ちょっと……お願いがありまして
[yos107_080] こ、今夜は……一緒に寝ても、いいでしょうか……っ！？
[yos107_081] ……はい。もしよろしければ、なんですが……
[yos107_082] 問題はありますか？
[yos107_083] 思い出作り……ですか？
[yos107_084] あ、あの……一体何の話ですか？
[yos107_085] 初めてを経験って……何のことですか？
[yos107_086] はい……今日は一緒に寝たいと、お願い申し上げましたが……
[yos107_087] せ、セック――……ッ！？
[yos107_089] ……いやらしい
[yos107_090] ………？あ、有地さん？
[yos107_091] え！？あっ、ちょっ、わっ、きゃぁっ！？
[yos107_092] ――ひゃっ！？あああああの有地さん！？きゅきゅ急になんですか……っ！？
[yos107_093] さっきも言いましたが、私はそんなつもりではないと言いますか、準備がまだできてないと言いますか――でも……その……
[yos107_094] え！？ね、熱ですか？もしかして風邪を？
[yos107_095] 水分は取りましたか？なんでしたら、お水を入れてきますが？
[yos107_096] でしたら後は、横になって休むのが一番ですね。ちょうどよかった……
[yos107_097] じゃあ、少しゆっくり過ごしましょうか。丁度一緒に寝るところなんですから
[yos107_098] よいしょ、っと……
[yos107_099] や、やっぱり緊張しますね……こんなに緊張してたら本当に眠れるのか、心配になります
[yos107_100] でも……今日だけ、今だけでいいんです。このままでいさせてもらえますか……？
[yos107_101] ありがとうございます
[yos107_102] とはいえ、えっちなことはナシですから。いやらしいことをしたら怒りますよ
[yos107_103] そういう事には、色々と準備が必要なんです、失敗しないためにも
[yos107_104] 事前にある程度の予習ぐらいはしておかないといけません……私、そういうことは全然勉強してこなかったので
[yos107_105] 本当、反省して下さい。猛省して下さい
[yos107_106] ふふっ……ふふふ
[yos107_107] それはダメです
[yos107_108] わかっています。でも、ダメです
[yos107_110] 泣いたら胸の中の気持ちが抑えられなくなるじゃないですか。そしたら、明日から笑えなくなるかもしれません
[yos107_111] みんなに心配をかけてしまうかもしれません。だから、ダメです
[yos107_112] ありがとうございます。本当に……アナタを好きになってよかった……
[yos107_113] 私は……
[yos107_114] 私は、自分でも変わってきたと思います。以前は、ずっと目先のことだけを見てきました
[yos107_116] また巫女姫の呪いのせいで誰かを悲しませてしまうかもしれない。それを思うと、とても悔しい……
[yos107_117] でもそれ以上に……怖いです。そんなこと、初めて思いました
[yos107_119] それは全部、有地さんが教えてくれたんです。私に色んな物を、与えてくれたのに……失ってしまうかもしれなくて……
[yos107_120] 私、失いたくない……生きたいです、これからもずっと
[yos107_121] みんなで女子会したいです。一緒に遊んでみたいです。美味しいプリンやケーキを食べたいです
[yos107_122] そして、有地さんと一緒にいたい。もっと沢山、２人でしたいことがあります
[yos107_123] 最初は気持ちを伝えられたら十分だと思っていたはずでした。でも……いつの間にか、それでは満足できなくなってました
[yos107_124] だから、全然足りません。まだまだです。ずっと……ずっと先まで一緒にいたいです
[yos107_125] 好きです、大好きです、愛しています……
[yos107_126] それは……とても、素敵なことですね
[yos107_127] ……はい、凄く楽しみです
[yos108_001] 問題ありません。それよりも、今は他に重要なことがあります
[yos108_002] 呪いの原因がわかったというのは、本当ですか？
[yos108_003] 移動って……そんなことが可能なんですか？
[yos108_004] ……では何がキッカケで、再び呪いが？
[yos108_005] だから、こんな急激に……
[yos108_006] 憑代を砕こうと……？なんてことを……っ！？
[yos108_007] 有地さん
[yos108_008] では、このまま放置していれば、怨念は消えるんでしょうか？
[yos108_009] 危険なことは止めて下さい。一緒だって約束したばっかりじゃないですか……
[yos108_010] 憑代を集めても鎮まらない怨みとなると……やはり朝武の家を滅ぼしたいのではないかと
[yos108_011] ど、どうしたんです？
[yos108_012] ですが相手は怨念ですから。そういう不合理なこともあるのでは？
[yos108_013] ……声？
[yos108_018] 構いません。正直に言って下さい
[yos108_019] 私は、自分の状況を正確に知っておきたいんです
[yos108_020] ……わかりました。ありがとうございます
[yos108_021] それについては私たちも疑問に思ったんですが、ムラサメ様は違うと
[yos108_022] 私たちも、そう思っています
[yos108_023] ありがとうございます
[yos108_024] 今のところは大したことはありません。ですが、ただの風邪かどうかまでは、ハッキリしませんでした
[yos108_025] それで……これから具体的に、私は何をすればいいでしょう？
[yos108_026] わかりました。私が舞を奉納すればいいんですね？
[yos108_027] あ、有地さん
[yos108_028] お帰りなさい
[yos108_029] どこかに出かけていたんですか？
[yos108_036] プリン？今からですか？
[yos108_037] ……そうですね。お祝いのプリン……それはとても素敵です
[yos108_038] ………？なんですか？
[yos108_039] なっ！？なにを言い出してるんですか、急に……
[yos108_040] ダメです
[yos108_041] 今朝、ムラサメ様に言われたじゃないですか。接吻や、その……そう言ったことはダメだと
[yos108_042] で、でも……
[yos108_043] 今、抱きしめられたら嬉しすぎて、キスしたくなっちゃうじゃないですか……ッ
[yos108_044] だから、ダメです
[yos108_045] そういうのは、呪いが解けるまで、おあずけです
[yos108_046] ………ッ
[yos108_047] わ、私、頭を冷やしてきます。そのまま舞の奉納に向かいますから
[yos108_048] 一つ、言い忘れていました
[yos108_049] 私も楽しみにしていますから。お祝いの、チュー……
[yos108_050] 。。。……ッッ！
[yos108_051] それじゃあ、行ってきます
[yos108_052] お父さん？
[yos108_053] でも、それは危険です
[yos108_055] あ、有地さん……
[yos108_056] ……それは……そうかもしれませんが
[yos108_057] ……はぁ……わかりました
[yos108_058] でも本当に、大人しくしてて。また怪我なんてしないで……
[yos108_059] わかりました
[yos108_060] お父さん、もうすぐ始めるから
[yos108_061] そ、それじゃあ有地さんを守らないと
[yos108_063] 有地さん、危ないっ
[yos108_064] 今度こそ、消えました……よね？
[yos108_065] え？
[yos108_066] ……はぁ……はぁ……
[yos108_067] ここは……私、確か黒い霧に包まれて……
[yos108_068] アナタは……
[yos108_069] ハッキリとした憎悪の念が、私に向けられている……
[yos108_070] そうか。叢雨丸で斬られて、もう力が残っていないから……
[yos108_072] かっはっ、あっ、あっ……くっ、つぅぅ……ッ
[yos108_074] ………
[yos108_075] ……嫌、このままなんて絶対に嫌だ
[yos108_076] 勝手に……１人で諦めてちゃダメですよね
[yos108_077] ぅっ、ぁっ、あああっ
[yos108_078] これは……
[yos108_079] お母さんとの……約束？
[yos108_080] 私たち、本当は似た者親子だったんですね
[yos108_081] 叢雨丸……
[yos108_082] あなたには付き合えない。私は、生きる。幸せになるために
[yos108_084] もう……大丈夫なのかな……？
[yos108_085] ――お母さん……？
[yos108_086] 待って！私ずっと誤解してた、お母さんを傷つけてるって――
[yos108_087] 好きな人が出来たの！とても大好きで、一緒にいるだけで幸せを感じるぐらいで――
[yos108_088] でも、まだ足りない。もっともっと幸せを感じたいから……。私、お母さんに負けないぐらい幸せになるから！
[yos108_089] ……んぅ……私……
[yos108_090] 平気です。眩暈もしませんし、熱もすっかり治まりましたから……
[yos108_091] 心配をかけて、ごめんなさい。私は……確か、呪詛に……
[yos108_092] ……違います。私、もう少しで諦めてしまうところでした。でも……好きな人への気持ちが、私を繋ぎとめてくれました
[yos108_094] 叢雨丸が……そっか……
[yos108_095] お父さん……自分でもよくわからないけど……お母さんの夢、みたいなものを見たの
[yos108_096] 私に伝えなきゃいけないって、多分それだと思う
[yos108_097] 私、お母さんの事をずっと勘違いしてた。私の未来に嘆いてるんだと思ってた
[yos108_098] でもそうじゃなかった。お母さんは……嬉しかったんだ
[yos108_099] 私、ずっと誤解してた。お母さんを誤解したままで……
[yos108_100] 私は、幸せになります。ちゃんと幸せになりますから
[yos108_101] 有地さん
[yos108_102] ……愛しています。幸せに、なりましょうね
[yos108_103] はい！
[yos109_001] あ、おはようございます、有地さん
[yos109_002] 今からトレーニングですか？怪我はしないようにして下さいね
[yos109_003] 大丈夫です。問題ありません
[yos109_005] 毎朝確認していますね
[yos109_006] ……あっ
[yos109_007] あのですね……何か、忘れていませんか？
[yos109_008] そうではなくて、お祝いの、ちゅ、チュー……です
[yos109_009] お、お祝いですよ。喜ばしいことですから、何回したっていいと思うんですっ
[yos109_010] だっておめでたいことなんですからっ
[yos109_011] では……んんっ
[yos109_012] ………？はい？
[yos109_013] ……無理というと？
[yos109_014] 何言ってるんです。気を遣ってキスなんて、するわけないじゃないですか
[yos109_015] 私が、好きな人とキスをしたいから……
[yos109_016] 。。。ッ！なんだかとっても恥ずかしいことを言わされていませんか、私！？
[yos109_017] ……ぅー……。わざと言わせて面白がってません？
[yos109_018] ………。あやしい……有地さんは意地悪なところがありますから
[yos109_019] ……いやらしい……
[yos109_020] でも妙な説得力がありますね、その言葉には
[yos109_021] ……ん……
[yos109_022] 有地さん。これ、今日のお弁当です、どうぞ
[yos109_023] そんなに期待されても困るのですが……。手を抜いたわけではありませんが、中身はいつも通りですよ？
[yos109_024] 飽きが来ないように色々気をつけてはいるつもりなのですが、なにぶん経験が浅いので
[yos109_025] いえ、喜んでもらえたのなら……私にとって、それが一番嬉しいですから
[yos109_026] 内緒です
[yos109_028] 誰のせいですか、誰の
[yos109_029] 私が有地さんと普通にしてると、皆してイチャイチャしないのかって、からかうからです
[yos109_030] だから下手に隠すのを止めたんじゃないですか、もう
[yos109_031] お、お父さん……ッ
[yos109_032] 変な声？変な声……変な声……変な声……。……………
[yos109_033] ……まっ、まさかそれって……ッ！
[yos109_034] 。。。ッッ、やっぱりからかってる。。。。。。ッッ！
[yos109_035] もう、お父さんは……
[yos109_036] はい。お粗末様でした
[yos109_037] 大丈夫です。それぐらい、わかっています
[yos109_038] 昔なら疑っていたかもしれませんが、今は違います
[yos109_039] それもありますが……実際に表情を見ていると、感想なんて必要がないくらいです
[yos109_040] それはもう。私でもわかるぐらいには
[yos109_041] ………っ
[yos109_042] これぐらいは……誰かに見られても、怒られたりしませんよね？
[yos109_043] でも……これ以上は、誰かに見られるとマズイですよね
[yos109_044] ……はい。でも……――んっ
[yos109_045] こうして、身体をくっつけるくらいは……問題ありません……よね？恋人同士なんですから……
[yos109_046] ……あったかい
[yos109_047] 有地さん、お疲れ様です
[yos109_048] いえ。それほどでもありませんから
[yos109_049] もうすぐ、家に着いちゃいますね
[yos109_050] さすがにそこまでしなくても。回り道しようにも、山の中に入っちゃいますから
[yos109_051] それに……もう、いつだって手を繋ぐことはできるんですから
[yos109_052] 私も好きです。有地さんの手の感触……
[yos109_053] 私はそれが好きなんです。硬くて、大きくて、力強くて……
[yos109_054] 好きな人と繋がってるんだ……って、感じられます
[yos109_055] そう……ですか？そんなこと初めて言われました
[yos109_056] と言っても、頻繁に手を繋ぐことなんてなかったので……初めてなのは当然かもしれませんね
[yos109_057] こうして今までにない経験をする度に……本当にお付き合いしてるんだなぁ、って実感がわきます
[yos109_058] 手を繋いで一緒に帰ることも、一緒にお昼を食べることも。それに……キス、も
[yos109_059] 沈黙は止めて下さい……っ。なんだか余計に恥ずかしくなるじゃないですか
[yos109_060] 同意なら、ちゃんと言って下さい。不安になります
[yos109_061] ……はい
[yos110_002] ………？　どうか、しましたか？
[yos110_003] え！？そ、そんな顔をしてました……？
[yos110_004] そんなの褒められても嬉しくありませんよ。むしろ恥ずかしいだけです……ぅぅ……
[yos110_005] あ、待って下さい
[yos110_006] ――ちゅっ……
[yos110_007] ……いってらっしゃいのチューです
[yos110_008] はぁ……また、朝からキスをしちゃった
[yos110_009] キス……今までに経験したことのない感触で、胸の中がギュッて温まって、好き……
[yos110_010] あ、いけない。浸ってる場合じゃない。鏡、鏡
[yos110_011] んー……うー……耳は生えてない、よね
[yos110_012] どうしても不安になる……。だから、キスで確認したくなる
[yos110_013] 茉子……おはよう
[yos110_014] ううん、なんでもない。さ、今日もお弁当を作らないと
[yos110_015] はい。それじゃあ私は、先に教室に戻っていますね
[yos110_016] あ、うん……はぁ……
[yos110_019] レナさん……
[yos110_020] ……。ありがとうございます
[yos110_021] レ、レナさん。放課後、お時間はありますか？
[yos110_022] すみません、お呼び立てしてしまって
[yos110_023] ありがとうございます
[yos110_024] 違います。身体にそういう変化があるわけではないんです
[yos110_025] ……その……最近、有地さんと一緒にいられて幸せなんです
[yos110_026] なっ、なんでそれを……！？
[yos110_027] む、ムラサメ様まで！？
[yos110_028] べっ、別に所構わずじゃないもんっ、外ではしないし、２人きりの時だけだもんっ
[yos110_029] 茉子とムラサメ様には、見られてたみたいだけど……ぁぁ。。っ！あんな甘えてる姿を見られていたなんて……迂闊でしたっ
[yos110_030] 恐怖とは、ちょっと違う気がします。そうじゃなくて、私は……自分が嫌いになりそうなんです
[yos110_031] 私……毎朝、キスをするんです。そして、キスした後は鏡を見るんです
[yos110_032] また、耳が生えてないかどうか、って
[yos110_033] 私は有地さんのことが好きです。本当に好きなんです。でも……それだけじゃない……
[yos110_034] もしかしたら、呪詛の反応を調べるためにキスをしているのかもしれない
[yos110_035] キスの先も……自分が安心するために、好きな人を利用してるのかもしれない
[yos110_036] そう思うと……申し訳なくて
[yos110_037] なっ、私は真剣なんです……っ！
[yos110_038] それは……
[yos110_039] 嘘です、嘘！そんなに激しいキスはまだしていませんっ
[yos110_040] 。。。ッッ
[yos110_041] ―――ッ！？
[yos110_042] むっ、むっつりっ！？。。。……っっ
[yos110_043] わっ、わたっ、わたしはっ、べつに……っ
[yos110_044] そう、なんでしょうか……？
[yos110_045] でも、そんな気配は今までにありませんでしたから
[yos110_046] そっ、そんな！絶対に嫌です……っ！
[yos110_047] 私がリードだなんて……絶対に無理……っ
[yos110_048] 経験がないのはもちろん……その……何も知らないんだから
[yos110_049] セックスという単語ぐらいは知っています。でも……具体的に何をどうするのかまでは
[yos110_050] 妊娠のメカニズムは習いましたが、性行為についてなんて……
[yos110_051] っ！？私、どうすれば……
[yos110_052] ハッ！？茉子はセックスの知識を持っているんじゃ？
[yos110_053] どうか教えて
[yos110_054] 単語って？セックスぐらいなら、さすがに私も
[yos110_055] おっ、おま――っ！？
[yos110_056] くっ、くぱぁ……っ！？
[yos110_057] 舐める！？咥える！？胸で挟む！？
[yos110_058] そんなカエルみたいな格好を！？
[yos110_059] おおおおおおおしりぃ。。。っ！？
[yos110_060] ……無理……私には、そんな恥ずかしい事いくらなんでも無理です……っ
[yos110_061] ぅぅ。……セックスって、難しいものなんですね……
[yos110_062] でも、どうやって……
[yos110_063] おっ、おかえりなさいっ、有地さん！
[yos110_064] もうすぐ、夕食ですから
[yos110_065] それであの……夕食の後、寝る前に部屋に行ってもいいですか？
[yos110_066] ダメなんです
[yos110_067] は、はいっ。私の方から行きますから、待っていて下さい
[yos110_068] あっ、あの！有地さん、いますか？
[yos110_069] すみません。思ったよりも遅くなってしまって……
[yos110_070] お詫びというわけではないんですが、お茶を淹れてきました
[yos110_071] これが私の正装だからです
[yos110_072] 安心して下さい、ちゃんと下着も正装です。新しいです
[yos110_073] あ、はい。実は有地さんに、お話がありまして
[yos110_074] そうなんですか？
[yos110_075] ………。わかりました。では、有地さんの方からどうぞ
[yos110_076] はい。私の用件は、その時間がかかる……と言いますか
[yos110_077] もしかすると、そのまま話し合う余裕がなくなるかもしれませんから……
[yos110_078] ―――ッ。私も、有地さんのことが、好きです
[yos110_079] 不安ですか……？
[yos110_081] 私は有地さんといられて幸せで、キスだって、その……私が、望んでることなんですから……
[yos110_082] ……言い訳……
[yos110_083] そ、そうだったんですか……
[yos110_085] 私も自分に言い訳してました。勇気を出せないことを正当化しようとしてました
[yos110_086] でも……そんな風に逃げてはダメですよね
[yos110_087] はい
[yos110_088] ―――ッ
[yos110_089] ダメです
[yos110_091] 私が怨念に呑み込まれそうになった時です。あの時『芳乃』って呼び捨てにしてましたよね？
[yos110_092] はい。ちゃんと届いていましたよ、有地さんの想いは。あのおかげで、私は助かりました
[yos110_093] ですから……『芳乃』でお願いします
[yos110_094] ………。もう一回
[yos110_095] 詰まらず、滑らかにお願いします
[yos110_096] 。。。……ッッ
[yos110_097] はいっ
[yos110_098] ……ま、将臣さん
[yos110_099] まっ、将臣……
[yos110_100] ――さん
[yos110_101] ごめんなさい。私は、こっちで許してもらえませんか？
[yos110_102] 思った以上に、照れてしまいますね
[yos110_103] でも……嬉しい
[yos110_104] ……はい、わかりました
[yos110_105] ―――ッ
[yos110_106] そ、そうですね。今度は私の番……
[yos110_107] 基本的には、将臣さんと同じです。私も自分に言い訳をして……逃げようとしていました
[yos110_108] でも、それではダメだと思ったんです。それで、もう少し自分に正直になろうと……こうしてお邪魔させてもらいました
[yos110_109] まっ、将臣さん……っ
[yos110_111] 私が中途半端な態度を取ってしまったから、将臣さんを不安にさせてしまったんです
[yos110_113] 今度は私の気持ちを……聞いて下さい
[yos110_114] 私は将臣さんのことが好きです、本当に大好きですから……お願いがあります
[yos110_115] 私、私の……
[yos110_116] 私の処女をもらって下さいっ……！
[yos110_117] 私のっ、もらって下さいっ
[yos110_118] すす好きな人と一緒にいると触れ合いたいと思う気持ちは当然のことで手を繋ぐのもキスも気持ちよくて
[yos110_119] そうなるとその先へステップアップを期待することも普通のことだと思うんですよたとえ女の子でもそういう事があると思うんです
[yos110_120] でも今まで私は素直にその気持ちを認められなくて誤解を与えるような態度を取ってしまったこともあったので
[yos110_121] そうではないと証明するためにはこうして私自身が望んでいることをわかってもらうしかないんじゃないかという結論になりまして
[yos110_122] わっ、私の処女を――
[yos110_123] ……は、はい
[yos110_124] セックス……するんですよね
[yos110_125] 子供じゃありません。もちろんわかってます
[yos110_126] 服を脱いで、裸になって色んなところを見せて……触られて……舐めて咥えてくぱぁして、そのままおおおおおおちぽで――
[yos110_127] それは……茉子から
[yos110_128] これはムラサメ様が……
[yos110_129] も、もしかして……アレもコレも全部、嘘なんですか……？
[yos110_130] わ、私……私、もしかして……い、いえ！もしかしなくても、とんでもなく恥ずかしい事を――！？
[yos110_131] ……騙された、騙された、騙された……
[yos110_132] 本当ですか？
[yos110_133] じゃあ……茉子が言ってた舐めるとか咥えるとか挟み込むとか、あれも大げさな部分なんですか？
[yos110_134] そっ、そうなんですか……
[yos110_135] それは、だって……将臣さんに負い目を感じさせたのは、私だと思ったので
[yos110_136] 今度は私の方からちゃんと踏み込まないとって
[yos110_137] ―――ッ！？
[yos110_138] わ、私も……セックス、したい……です
[yos110_139] 改めまして。よ……よろしくお願い致します
[yos110_140] あ、あはは……
[yos110_141] はい……
[yos111_001] んっ、うー……にゃむ、にゃも……
[yos111_003] はい……お弁当、作らないと……
[yos111_004] ……服……？
[yos111_006] ―――ッッ！？
[yos111_007] お、おはようございます、将臣さん
[yos111_008] はい。恥ずかしいです。でも……とても幸せです
[yos111_009] 昨日のことは夢じゃないんですよね、本当に。痛みも、あの時の感覚もまだあって……ちゃんと覚えています
[yos111_010] そ、そうだ。念のために確認しておきたいんですが
[yos111_011] そうですか……よかった……
[yos111_012] ……こんなに穏やかで幸せな朝を迎えたのは、生まれて初めてかもしれません
[yos111_013] ……将臣さん
[yos111_014] やっぱり……将臣さんの温もり、安心できます。大好きです
[yos111_015] 将臣さん、ドキドキしてますね
[yos111_016] こうしてるだけでも幸せで……幸せすぎて、変になりそうです
[yos111_017] ……む……意地悪ですね
[yos111_018] はぁぁ。。、もうダメです、私。全身が嬉しいって反応してます。大好き。……って、身体中が叫んでるみたい
[yos111_019] す、すみません。とても恥ずかしいことを、言ってしまいました……
[yos111_020] ……あっ
[yos111_021] ま、また……硬くなってます……
[yos111_022] 全身じゃなくて、一部がすごい反応してるみたいですけど……そういう意味だったんですか？
[yos111_023] 嬉しいと……こんな風になるんですか？
[yos111_024] なんて不思議な部分なんでしょうか……
[yos111_025] 。。。……ッッ！わかりましたわかりました！もう言わなくて結構です、十分に伝わっていますから！
[yos111_026] ……わかりました。それじゃあ……早速ですが、甘えてもいいですか？
[yos111_027] もうちょっとだけ、抱きついていたいんです
[yos111_029] あは、将臣さんの身体から、好きだって気持ちを感じます
[yos111_030] でもきっと、私の方が将臣さんのことが好きです
[yos111_032] 私だってまだまだ
[yos111_033] 好きです
[yos111_034] 私だって大好き
[yos111_035] 私だって愛してます
[yos111_036] 将臣さん！
[yos111_037] ムラサメ様ぁ！
[yos111_038] 『どうした』ではありません。昨日の儀式の行い方についてです！
[yos111_039] 私のこと、謀りましたね？
[yos111_040] だっ、だって、座礼をして、その……お願いを言うなんてしなくてもいいと聞きましたよ！
[yos111_041] そ、それは……その、はい
[yos111_042] ……そう言われると……結果としては大満足ですから、ありがとうございました………………？
[yos111_043] ぅぅ、なにか釈然としません……
[yos111_044] 呪いは……うん。今までと比較してなんだけど……本当に、自分の中でスッキリしていて……自由になった気がする
[yos111_045] お父さん……
[yos111_047] は、はい。おかげさまで、その……事なきを得ました
[yos111_048] あ、ありがとうございます
[yos111_049] それは止めて下さい！
[yos111_050] その気持ちだけで十分ですからお祝いなんてしないで下さい。どうか、他の人には広げないで……
[yos111_051] さすがに人目のあるところでは……恥ずかしくて、イチャイチャなんてできません
[yos111_052] でもそのおかげと言っていいかどうかはわかりませんが……私は、将臣さんと出会えましたから
[yos111_053] その奇跡だけで、私は十分ですよ
[yos111_054] ………？どうかしたんですか？
[yos111_055] おノロケ………………あっ
[yos111_056] わっ、私、なんだか、とっても恥ずかしい事を、人前で……ッッ！
[yos111_057] 。。。……かはっ！？
[yos111_058] そっ、そんな恥ずかしい事、言えるわけが――
[yos111_059] してません！最初なんですから、普通のセックスだけです！
[yos111_060] あっ……。。。……ッッ
[yos111_061] 何でしょうか？
[yos111_062] そっ、そんなこと訊かれても……ま、将臣さん？
[yos111_064] 虚飾なく、言ってもいいですか？
[yos111_065] 正直、裂けるかと思いました
[yos111_066] ですが……辛くはありませんでした。辛いというよりも……他が色々凄かったので
[yos111_067] 驚きの連続でした。まるで自分の身体じゃないみたいでした。触れられる度にビリビリってするんです
[yos111_068] それに、痛みもありましたがそれだけじゃなくてとても幸せで、繋がったことで身体中で好きな人の熱を感じられる喜びもありました
[yos111_069] 終わったあとも痛みはあったんですが……それが吹き飛ぶぐらいに心が満たされて本当に幸せな時間を過ごせて、あんな体験は初めてでした
[yos111_070] 触れ合う肌の面積が増える度に、将臣さんの愛情が伝わってくるみたいで、私のことを愛してくれてるのがわかるんです。だから私も――
[yos111_071] ですからそれは――
[yos111_072] え……？あっ、私……す、すみません。昨日のことを思い出したら、つい頭がポーッとしてしまって
[yos111_073] ととと、とにかく！痛みもありますが……好きな人とであれば、とても幸せだということ、以上ですっ
[yos111_074] ……すみません
[yos111_075] 今日は朝から色々ありましたから、いつもよりも、簡単な物になってしまって
[yos111_076] あと……通学のときのことも。２人のことなのに、ちょっとしゃべり過ぎたと思いますから
[yos111_078] またそんなバカなこと。でも……そうなってしまうぐらい美味しい物を作れるように頑張りますね
[yos111_079] こうして一緒にいて、温もりを分けてくれるだけで……私は十分幸せですよ
[yos111_080] って……また、私、恥ずかしい事、言っちゃいましたか！？
[yos111_081] ぅぅ……私、最近本当にダメっぽいです。頭がボケボケで、恥ずかしい事ばっかり口にしてますね
[yos111_082] い、いえ。学院の中ですから。目立つことはしないって、２人で話し合って決めましたし……
[yos111_083] ……でも……正直に言ってもいいですか？
[yos111_084] ちょっと物足りない……かもしれません
[yos111_085] 手を繋ぐのが、嫌なわけじゃないです。本当に嬉しいですよ。ですが……
[yos111_086] もっと深い繋がりを知ってしまったせいか……物足りない気がします
[yos111_088] いえ、しょうがないです。私も、同じですから
[yos111_089] ２人っきりでこうしていると、あの素敵な温もりを思い出しちゃいます……
[yos111_090] 私……本当はとってもえっちな子みたいです
[yos111_091] ………。その言い方は、微妙に嬉しくありません……
[yos111_092] セックスって、なんというか……凄かったですよね
[yos111_093] まるで自分の身体じゃないみたいに熱くなって……コントロールできないぐらい勝手に溢れて来て
[yos111_094] あの時の私、本当にいやらしかったと思います
[yos111_095] でも、あんな風にいやらしくなるの……嫌じゃありませんでした
[yos111_096] というよりも……その……また、してみたいって、思っちゃってます
[yos111_097] 確かに、私をオモチャにしてるみたいなところはありましたね
[yos111_098] でも……愛情をいっぱい感じて幸せだったのも本当ですよ
[yos111_099] だから……またしてみたいんです。愛情を、いっぱい感じたいです
[yos111_100] いえ、今度は私が頑張ります。昨日はお任せになってしまいましたから、今度は私が！
[yos111_101] ま、将臣さん……
[yos111_103] ぅぅ……なんだか、焦れったい。いっそ会えないぐらいになれば、こんなもどかしさも――
[yos111_104] いえ、やっぱりダメです。毎日会えなくなるなんて、絶対に嫌です
[yos111_105] じゃあ……その代りに、人目のないところでは……甘えさせてもらえますか？
[yos111_107] ……よろしくお願いします……
[yos111_108] 今日ですか？さ、さすがに今日は……
[yos111_109] あ、違うんですよ。さっきの言葉は私の本心です
[yos111_110] ですが、明日も学院があるじゃないですか。できれば今度は、もっとゆっくりできるときがいいなぁ……なんて
[yos111_111] それでしたら………………んっ
[yos111_112] 少しだけの我慢です。それに、我慢は将臣さんだけじゃなく、私も……我慢するんですから
[yos111_113] それまでは……この手の温もりと、キスだけで我慢です
[yos111_114] むしろ、キスしてくれないと怒ります。と言っても、人の目のないところで、ですが
[yos111_115] そうですね。それが、一番安全だと思います
[yos111_116] ですから、あの……夜、家に戻ってから部屋にお邪魔しても……いいですか？
[yos111_117] あむっ……あむっ
[yos111_118] 別に、急いでる、わけでは、もぐもぐ
[yos111_119] え、ええ。用事なんてない！ですね！
[yos111_120] 将臣さん、今いいですか……？
[yos111_121] ……来ちゃいました
[yos111_122] は、はい。それで、あの……ムラサメ様は？
[yos111_123] そうですか。では、２人っきりなんですね
[yos111_124] やっぱりあったかいですね。将臣さん
[yos111_125] ずっと我慢してましたから。お昼からずっと……
[yos111_126] でも……それだけじゃないですよね？
[yos111_127] ……は、はい……私も、ずっと我慢してました。だから
[yos111_128] 早く……キス、しましょう
[yos111_130] んちゅ、ちゅ、ちゅぅ……くちゅくちゅ……んっ、んっ、んんっ
[yos111_132] んぁ、んんっ……ちゅっ、ちゅば、んっ、はぁぁっ、だいすき……ちゅっちゅっ、らいしゅき……んじゅる
[yos111_134] んっ、んっんっんっ
[yos111_136] んんっ……しゅごい、キシュしてる……んんっ、ちゅる、ちゅっ、ちゅっ、じゅるる
